herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian,indication_vi,safety_note,data_source
H206,Đậu quyển,Semen praeparatus Vignae,Cam,Bình,Trung tính (Thiên Dương),Thổ,Thuốc thanh nhiệt giải thử,Vị,"Công năng: Thanh nhiệt giải trừ
Chủ trị: Dùng với chứng ôn thử hoặc thấp thử hoặc cảm mạo... biểu hiện bệnh sốt cao","Nếu không thấp nhiệt thì không dùng
Chú ý: Có thể dùng khi đại tràng thực nhiệt gây táo bón","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 199"
H207,Địa cốt bì,Cortex radicis Lycii sinensis,"Cam, vi khổ",Hàn,Âm,"Mộc, Thủy, Kim",Thuốc thanh nhiệt lương huyết,"Can, Thận, Phế","Công năng: Thanh phế nhiệt, chỉ ho, dưỡng thận, bổ tỳ, thư can, trừ hư nhiệt, hạ nhiệt chỉ thống
Chủ trị: Dùng đối với bệnh ho do phế nhiệt hoặc phế nhiệt mà gây suyễn tức. Trường hợp thận thủy bất túc, do đó mà có tác dụng mạnh gân cốt, còn dùng trong chứng âm hư hỏa vượng. Bệnh hư lao, âm hư có mồ hôi, lúc nóng, lúc lạnh, đau nhức trogn xương, đầu nóng hoặc sốt lâu không giảm","Những người có biểu chứng chưa được giải thì không nên dùng
Chú ý: Thuốc có tác dụng giải nhiệt, hạ huyết áp do giãn mạch, có tác dụng hạ đường huyết. Cần chú ý, hiện nay trên thị trường dùng vỏ rễ của một loại ngũ gia bì hương - Acanthopanax nhập từ Trung Quốc có mùi thơm làm địa cốt bì","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 231"
H208,Hạ khô thảo,Spica Prunellae,"Khổ, tân",Hàn,Âm,Mộc,Thuốc thanh nhiệt giáng hỏa,"Can, Đởm","Công năng: Thanh can hỏa, giải độc tiêu viêm, tán uất kết, tiêu ứ tích, lợi niệu, tiêu phù thũng, hạ áp
Chủ trị: Dùng khi can nhiệt dẫn đến sốt cao hoặc đau mắt đỏ, đau con ngươi, nước mắt chảy dòng ra ngoài, hoặc còn dùng trong bệnh viêm gan cấp tính. Trường hợp vú có nhọt, giải nhiệt độc ở tử cung, âm đạo. Bệnh tràng nhạc, bướu cổ, tê thấp dẫn đến phù nề, cao huyết áp","Những người âm hư, vị yếu không có uất kết không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 217"
H209,"Hỏa ma nhân (Cây gai mèo, gia dầu)",Fructus Cannabitis,Cam,Bình,Trung tính (Thiên Dương),"Kim, Thổ",Thuốc nhuận hạ,"Phế, Vị, Đại trường","Công năng: Nhuộn tràng thông tiện, lợi niệu, tiêu phù thũng, thanh vị cầm nôn
Chủ trị: Chủ yếu dùng với người già thể hư, sau khi sốt hoặc phụ nữ sau khi đẻ tân dịch không đủ hoặc huyết hư mà gây ra táo bón. Trường hợp tiểu tiện bí, đái buốt, đái dắt, bụng và chân phù nặng, vị nhiệt, nôn mửa","Dùng nhiều thuốc này, dễ tổn thương huyết dịch, người bị hoạt tính không nên dùng
Chú ý: Cây dùng làm sợi dệt vải. Nhựa có tác dụng như một chất ma túy, cần lưu ý đề phòng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 369"
H210,Hổ cốt (Xương hổ),Os Tigris,"Hàm, tân",Vi ôn,Dương,"Mộc, Thủy",Thuốc khử phong thấp,"Can, Thận","Công năng: Hoạt lạc trừ phong thấp, bổ khí huyết, tăng cường sức đề kháng của cơ thể
Chủ trị: Các trường hợp đau xương, đau gân cốt, đau dây thần kinh liên sườn, chân tay tê dại, co quắp, đau cột sống, bán thân bất toại, cơ thể suy nhược, yếu mệt da dẻ xanh xao, người vô lực",Những người huyết hư mà hỏa thịnh không dùng được,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 329"
H211,Hùng hoàng,Realgar,"Tân, khổ",Ôn (có độc),Dương,"Mộc, Thổ",Thuốc dùng ngoài,"Can, Vị","Công năng: Sát khuẩn chống ngứa, giải độc sát khuẩn, khứ đờm khai bế
Chủ trị: Dùng khi da bị ngứa, có thể ngứa từng đám trên da. Các trường hợp lở loét ngoài da, vết rắn cắn, côn trùng cắn, phong tý, trẻ con bị kinh giản đờm tắc cổ họng, chữa cam răng, cam tẩu mã","Không nên sắc với thời gian kéo dài. Dùng ngoài lượng vừa đủ. Những người âm hư, huyết hư, phụ nữ có thai không được dùng uống","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 387"
H212,Khinh phấn,Calomen,Tân,Hàn (Có độc),Âm,,Thuốc dùng ngoài,,"Công năng: Sát khuẩn chỉ ngứa, giải độc mạnh với mụn nhọt sang lở vỡ loét, trục thủy tiêu thũng
Chủ trị: Ngứa ngoài da, phù bụng, bí đại tiểu tiện","Chú ý: Không dùng liều lớn vị có độc tính. Sau khi uống, cần lưu ý thuốc dễ kích thích miệng gây phồng dộp niêm mạc. Dùng ngoài lượng thích hợp","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 391"
H213,"Khiên ngưu tử (Hắc sửu, bạch sửu)",Semen Pharbitidis,Khổ,Hàn (Có độc),Âm,"Thổ, Thủy, Kim",Thuốc trục thủy,"Vị, Thận, Đại trường","Công năng: Trục thủy tả hạ, sát trùng
Chủ trị: Dùng khi đại tiểu tiện bí kết dùng dưới dạng bột mịn, có giun đũa gây đau bụng","Phụ nữ có thai, tỳ hư không nên dùng
Chú ý: Chất béo từ hạt khiên ngưu, có tác dụng kích thích đại tràng gây ỉa chảy, tác dụng trừ giun và lợi tiểu","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 371"
H214,Khổ sâm (loại khổ sâm cho rễ),Radix Sophorae,Khổ,Hàn,Âm,"Hỏa, Mộc, Kim",Thuốc thanh nhiệt táo thấp,"Tâm, Can, Đại trường","Công năng: Thanh nhiệt táo thấp, thanh nhiệt lợi thủy, khử phong sát khuẩn, làm hết ngứa
Chủ trị: Các bệnh thấp nhiệt bệnh lỵ lâu ngày không khỏi, tiểu tràng thấp nhiệt, tiểu tiện khó khăn. Bệnh ngứa ngoài da, phụ nữ ngứa âm hộ, hoặc viêm âm đạo do trùng roi, các bệnh nhọt độc, phong ngứa, dị ứng","Người tỳ hư, can thận hư không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 224"
H215,Lệ chi thạch,Semen Litchii,"Khổ, cam, sáp",Ôn,Dương,"Mộc, Thủy",Thuốc hành khí giải uất,"Can, Thận","Công năng: Hành khí giảm đau, kiện vị, chỉ nôn
Chủ trị: Bệnh hàn tà thấp khí dẫn đến sán khí, hoặc đau bụng, phụ nữ đau nhói như kim châm. Dùng hạt vải nướng chín, bóc vỏ, ăn chữa đau bụng, buồn nôn","Chú ý: Hạt vải rừng độc không dùng được. Lệ chi hạch cần chế biến như sau: Cắt bỏ rốn, gọt bỏ vỏ ngoài, thái mỏng, sao vàng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 278"
H216,Liên tâm,Embrio Nelumbnis,Khổ,Hàn,Âm,Hỏa,Thuốc dưỡng tâm an thần,Tâm,"Công năng: Thanh tâm hỏa, trấn tâm, ân thần, gây ngủ, bình can hạ áp. Thuốc có tính hàn, có tác dụng thanh nhiệt phần khí của kinh tâm, lực thanh tâm tương đối mạnh
Chủ trị: Bệnh ôn nhiệt tà nhiệt bị hãm ở tâm bào, xuất hiện chóng mặt, nói nhảm, tâm phiền, bất an dẫn đến mất ngủ, cao huyết áp",Chú ý: Thuốc có tác dụng cường tim rõ rệt. Ngoài ra còn có tác dụng hạ huyết áp,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 268"
H217,Linh dương giác,,Hàm,Hàn,Âm,"Hỏa, Mộc",Thuốc bình can tắt phong,"Tâm, Can","Công năng: Làm tắt phong, chỉ kinh, thanh can sáng mắt, thanh tâm hỏa, an thần chí, giải độc, làm sởi mọc
Chủ trị: Bệnh can phong nội động, toàn thân co quắp, lưỡi xám đen. Các trường hợp can hỏa, dẫn đến đau đầu, hoa mắt chóng mặt, đau mắt đỏ, sốt cao, mê sảng, phát cuồng, dị ứng, ban chẩn",Những người kinh can không có nhiệt thịnh dùng phải thận trọng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 257"
H218,Long cốt,Os Draconis,Cam,Bình,Trung tính (Thiên Dương),"Hỏa, Mộc",Thuốc trọng trấn an thần,"Tâm, Can","Công năng: Trấn tâm, an thần, bình can tiềm dương, thu liễm, cố sáp
Chủ trị: Trị tâm thần bất an, biểu hiện cơ thể phiền táo, tâm đập loạn nhịp, mất ngủ, hồi hộp, can dương thượng nghịch, thấy chóng mặt đàu choáng váng, hoa mắt. Trị di tinh, đái dắt, ra nhiều mồ hôi trộm, bạch đới, băng lậu, dùng ngoài trị vết thương lâu ngày không lành, bị thương chảy máu có thể phối hợp với ô tặc cốt, lượng bằng nhau, tán mịn, rắc vào chỗ đau","Chú ý: Long xỉ, tính vị chát, mát, có khả năng trấn tâm, ân thần, tim loạn nhịp, hồi hộp, mất ngủ, dùng 12-20g","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 263"
H219,Long nhãn,Arillus longanae,Cam,Bình,Trung tính (Thiên Dương),"Hỏa, Thổ",Thuốc bổ huyết,"Tâm, Tỳ","Công năng: Bổ huyết, an thần, ích trĩ, bổ tỳ, kiện vị
Chủ trị: Các trường hợp thiếu máu, cơ thể suy nhược, yếu mệt, thể trạng ngày càng giảm, đoản hơi, mất ngủ trí nhớ suy giảm hay quên, lo nghĩ quá nhiều dẫn đến tâm hồi hộp, tim loạn nhịp, tim đập dồn dập (tâm quý), người choáng váng, chóng mặt, tỳ hư, ăn uống, tiêu hóa kém","Chú ý: Hạt nhãn được dùng trong các trường hợp mụn nhọt chốc lở, đặc biệt ngứa ở kẽ chân hoặc trẻ con chốc đầu. Lấy hạt nhãn bỏ vỏ đen, thái mỏng, tán bột rắc vào chỗ sang lở, có thể dùng riêng hoặc phối hợp với bột bàng xa bằng lượng, cũng có thể dùng bột than của hạt nhãn rắc vào các mụn chốc lở ở trẻ em, sau khi đã gội sạch nhớt. Nước sắc long nhãn có tác dụng ức chế đối với trực khuẩn lỵ","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 317"
H220,Lưu hoàng (Lưu huỳnh),,Toan,Ôn (có độc),Dương,Thủy,Thuốc tả hạ có tính nhiệt,"Thận, Tâm bào","Công năng: Làm ấm ruột, thông đại tiện, ấm thận, tráng dương, sát khuẩn, làm hết ngứa
Chủ trị: Người già yếu mà đại tiện bí táo. Dùng đối với chức năng thận dương kém, lưng gối đau mỏi, tay chân lạnh, phụ nữ bạch đới, nam giới liệt dương, di tinh, lở loét, ngứa","Những người thuộc thể âm hư mà phần dương thịnh thì không dùng, khi dùng không nên dùng với phác tiêu (úy phác tiêu)","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 366"
H221,Mã tiền thảo (Cỏ roi ngựa),Herba Verbenae,Khổ,Hàn,Âm,"Mộc, Kim",Thuốc thanh nhiệt giải độc,"Can, Phế","Công năng: Thanh nhiệt giải độc, thanh can đởm thấp nhiệt, hoạt huyết thông kinh
Chủ trị: Các bệnh sốt, cảm cúm, mụn nhọt, viêm gan vàng da, viêm gan virus, phụ nữ bế kinh hoặc khi có kinh nguyệt đau bụng. Ngoài ra có thể dùng cho bệnh xơ gan ở thời kì đầu, vị thuốc chữa sốt rét cho kết quả",Chú ý: Thuốc có tác dụng ức chế liên cầu khuẩn,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 212"
H222,Mã tiền tử,Semen Strychni,Khổ,Hàn,Âm,"Mộc, Thổ",Thuốc khử phong thấp,"Can, Tỳ","Công năng: Trừ phong thấp, hoạt lạc, thông kinh, giảm đau, mạnh gân cốt, khứ phong chỉ kinh, tán ứ, tiêu thũng
Chủ trị: Dùng trong các bệnh phong thấp, đau khớp cấp hoặc mạn tính, kinh giản, co quắp, chân tay bị quyết lạnh, ung độc hoặc chấn thương cơ nhục sưng tấy. Các trường hợp gân và cơ tê đau, cơ thể suy nhược, đau nhức thần kinh ngoại biên","Không dùng cho trẻ em và phụ nữ có thai
Chú ý: Những người mất ngủ, di mộng tinh không nên dùng. Dùng ngoài dưới dạng cồn xoa bóp. Với liều nhỏ, thuốc có tác dụng kích thích thần kinh trung ương và ngoại vi. Ngoài ra còn có tác dụng tăng huyết áp, tăng tiết dịch vị","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 326"
H223,Mần tưới,Herba Eupatorii Staechadosmi,"Vi khổ, cam",Bình,Trung tính,"Mộc, Thổ, Kim, Thủy",Thuốc thanh nhiệt giải độc,"Can, Tỳ, Phế, Thận","Công năng: Tả hỏa giải độc, giải thử, tiêu thực, thanh nhiệt lợi hầu họng, đặc biệt dùng phòng và trị bệnh bạch hầu, thanh phế, trừ đởm, hoạt huyết giảm đau, khai khiếu, hóa trọc, lợi tiểu
Chủ trị: Dùng với cảm mạo sốt cao, viêm phổi, các bệnh ung nhọt, rắn độc cắn, cảm nắng nóng, say nắng, tiêu hóa kém, bụng đầy, chữa viêm khí quản mạn tính. Khi bị ứ huyết do chấn thương sưng đau","Chú ý: Vị thuốc phơi khô còn dùng bảo quản cau khô tránh mốc mọt hoặc trừu bọ mạt ở gà. Thuốc có tác dụng ưc chế trực khuẩn bạch hầu, tụ cầu vàng. Ngoài ra còn có tác dụng trung hòa ngoại độc tố của trực khuẩn bạch cầu","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 210"
H224,Mật gấu (Hừng đởm),Fel. Ursi,Khổ,Hàn,Âm,"Mộc, Hỏa",Thuốc thanh nhiệt giải độc,"Can, Tâm, Đởm","Công năng: Thanh nhiệt giải độc, thanh nhiệt giáng hỏa, hoạt huyết, giảm đau
Chú trị: Dùng đối với bệnh do hỏa độc, dẫn đến mụn nhọt sang lở, sưng đau đặc biệt đối với đau đớn của bệnh trĩ, có thể hòa tan trong nước nóng, rồi bôi. Bệnh sốt cao dẫn đến co giật, hoặc bệnh kinh phong, điên giản. Các trường hợp sưng tấy ứ huyết đau đớn do chấn thương, dùng mật gấy hòa tan rượu, xoa và bóp vào nơi bị sang chấn; có tác dụng rất tốt. Thanh can hỏa tan màng mộng ở mắt, khi can hỏa mắt sưng đau, mắt có màng mộng, dùng mật gấu hòa trong nước rồi lấy dịch trong, nhỏ vào mắt. Trường hợp viêm gan, hôn mê gan; sắc nước nhân tràn rồi hòa mật gấu, uống. Hoặc uống riêng để chữa xơ gan. Ngoài ra còn dùng chữa đau bụng và chữa giun đũa","Những người bị đau do hỏa bị uất, trạng thái thực nhiệt thì không dùng. Không nên dùng liều cao hoặc kéo dài, dễ ảnh hưởng đến trạng thái thần kinh
Chú ý: Dùng dạng cồn để xoa bóp chỗ sưng đau. Hiện nay việc nuôi gấu lấy mật đang phát triển. Tuy vậy cần chú ý phân biệt giả mạo với các loại mật khác (bò, lợn...)","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 205"
H225,Mướp,Herba Luffae,"Vi khổ, toan","Lương (Ty qua đằng, ty qua diệp); vi cam, tính bình (ty qua lạc)",Âm,Kim,Thuốc thanh phế chỉ khái,Phế,"Công năng: Thanh phế chỉ khái, trừ đàm, thông khứu giác, giải độc chỉ huyết, thông kinh hoạt lạc
Chủ trị: Thân mướp, lá mướp đều có tác dụng trị ho đàm dùng cho các chứng ho cấp hoặc mạn tính trong bệnh viêm phế quản, có thể dùng quả mướp non để chữa ho hen. Dùng thân mướp khô sao đen trị tắc ngạt mũi khi viêm mũi. Lá tươi giã nát đắp vào chỗ viêm loét, sưng đau, hoặc nghiền bột mịn để cầm máu bên ngoài. Dùng ty qua lạc chữa sườn đau tức hoặc đau khớp","Chú ý: Mướp đắng Momordica charantia L., dùng quả, hạt và dây để chữa bệnh tiểu đường có hiệu quả","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 250"
H226,Nga truật,Rhizoma Zedoaride,"Khổ, tân",Ôn,Dương,Mộc,Thuốc phá huyết,Can,"Công năng: Phá huyết, hành khí, tiêu thực hóa tích trệ, thanh phế chỉ ho
Chủ trị: Dùng trị bệnh huyết trệ, kinh nguyệt bế, đau bụng khi có kinh. Các trường hợp ăn uống không tiêu, thực ăn bị tích lại gây đầy bụng, chướng hơi, bị ho, nhiều đàm",Nếu cơ thể yếu không có tích trệ thì không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 301"
H227,Ngẫu tiết (Ngó sen),Nodus Nelumbinis rhizomatis,"Cam, sáp",Bình,Trung tính (Thiên Dương),"Hỏa, Mộc, Thổ",Thuốc phá huyết,"Tâm, Can, Tỳ","Công năng: Chỉ huyết
Chủ trị: Dùng với bệnh ho ra máu, thổ huyết, máu cam, đại tiểu tiện ra huyết, rong huyết, băng lậu. Lá sen (hà diệp); vị khổ tính bình, nhập kinh can tỳ, cũng có tác dụng chỉ huyết an thần, gây ngủ, chảy máu cam, giải thử","Chú ý: Chất nuciferin có trong lá sen có tác dụng giải kinh, giải co quắp đối với cơ trơn","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 310"
H228,Ngô công (Con rết),Scolopendra morsitans L. Họ Rết Scolopendridae,Tân,Ôn (có độc),Dương,Mộc,Thuốc bình can tắt phong,Can,"Công năng: Làm tắt phong, chỉ kinh, tiêu viêm, nhuyễn kiên, tán kết, giải độc
Chủ trị: Dùng trị bệnh động kinh, điên giản, uốn ván, co giật đặc biệt ở trẻ em. Ngoài ra còn chữa đau day thần kinh ở mặt. Trị bệnh viêm cột sống, tràng nhạc đã bị lở loét, mụn nhọt, đầu đanh, đinh râu, dùng cồn rết tươi lấy bông sạch chấm vào những mụn nhọt chưa thành mủ, mụn sẽ tan. Bên cạnh đó còn dùng khi bị rắn độc cắn","Những người ở thể hư nhược, thể trạng táo, háo khát, phụ nữ có thai không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 261"
H229,Ngũ bội tử,Galla chinensis,"Toan, sáp, hàm",Bình,Trung tính (Thiên Âm),"Kim, Thủy",Thuốc cố tinh sáp niệu,"Phế, Thận, Đại trường","Công năng: Làm ngừng ra mồ hôi, cầm máu, làm ngưng ỉa chảy, cố thoát, giải độc sát khuẩn
Chủ trị: Trị mồ hôi trộm có thể uống hoặc lấy bột ngũ bội tử thêm nước, làm thành dạng hồ nhão, đắp vùng rốn, bên ngoài lấy băng cuộn lại, còn dùng để trị các chứng chảy máu bên trong, tử cung xuất huyết, đại tiểu tiện ra máu. Ngoài ra còn dùng để trị yếu phổi, ho lâu hỏi. Dùng để trị ỉa chảy lâu ngày, lỵ lâu ngày, cố thoát, bệnh lòi dom, sa tử cung (sắc nước rửa cần thêm một ít phèn chua), cũng có thể dùng bột hai thử đó mà bôi; chữa ỉa chảy màu hè, trị mụn, nhọt, ung độc hoặc viêm mạc miệng, viêm lợi răng, bị bỏng (dùng bột rắc vào)","Chú ý: Tác dụng cầm máu do tanin của ngũ bội tử làm thành màng bảo vệ khi tiếp xúc với da, làm mạch máu bị ép lại, do đó mà có tác dụng cầm tả và cầm máu, trị bỏng. Còn có tác dụng giải độc kim loại. Ngoài ra cần chú ý rằng acid galic có trong vị thuốc khi tiếp xúc ở niêm mạc và bề mặt các vết thương, nếu hấp thụ lượng quá nhiều sẽ làm cho trung tâm thủy nhỏ của gan bị hoại tử. Ngũ bội tử có tác dụng ức chế lỵ trực khuẩn, trực khuẩn mủ xanh, trực khuẩn bạch hầu, tụ cầu vàng, liên cầu khuẩn nhóm B, cầu khuẩn viêm phổi","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 376"
H230,Ngũ gia bì hương,Cortex Acanthopanacis,Tân,Ôn,Dương,"Mộc, Thủy",Thuốc khử phong thấp,"Can, Thận","Công năng: Khử phong chỉ thống, bổ dưỡng khí huyết, kiện tỳ cố thận, lợi niệu, tiêu phù thũng, giảm đau, giải độc
Chủ trị: Dùng trong bệnh đau lưng gối, đau khớp, sưng khớp hoặc gân bị co quắp, cơ thể bị suy nhược, thiếu máu, vô lực, mệt mỏi, da thịt teo nhẽo, bại liệt, liệt ở trẻ em, trẻ em chậm biết đi, hoặc các chứng thận dương suy kém dẫn đến di tinh, liệt dương. Các trường hợp tiểu tiện khó khăn, cơ thể bị phù nề, sang chấn gẫy xương, trị mụn nhọt, sang lở","Chú ý: Thuốc có tác dụng tăng sức dẻo dai bền bỉ của cơ bắp. Dịch chiết nước có tác dụng giảm thấp tính mẫn cảm của tia tử ngoại trên da bình thường, tăng sức chịu đựng của mạch máu nhỏ dưới áp xuất thấp","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 322"
H231,Ngư tinh thảo (Cây diếp cá),Herba Houttuyniae cordatae,"Tân, toan",Hàn,Âm,"Kim, Thủy",Thuốc thanh nhiệt giải độc,"Phế, Đại trường, Bàng quang","Công năng: Thanh nhiệt giải độc, tiêu ung thũng, thanh thấp nhiệt đại tràng, thanh nhiệt giáng hỏa, thanh thấp nhiệt bàng quang, thanh can sáng mắt
Chủ trị: Dùng trong các trường hợp phế nhiệt, phế ung, phế có mủ (các trường hợp viêm phổi, áp xe phổi...), viêm khí quản, ho ra máu, chữa mụn nhọt, tắc tia sữa. Trường hợp tiết tả lỵ, thoát giang (lòi dom). Riêng trường hợp lòi dom, còn dùng lá giã nát rồi đắp vào, hoặc xông rửa dom. Có các trường hợp như sốt cao do viêm họng, hoặc các nguyên nhân khác, hoặc sốt rét, viêm bàng quang, dẫn đến bí tiểu tiện, đau mắt đỏ, mắt có nhiều dử, mắt bị viêm nhiễm; đặc biệt bị viêm nhiễm do vi khuẩn mủ xanh. Dùng lá tươi uống trong và đắp ngoài",Chú ý: Thành phần quexetin và muối kali của ngư tinh thảo có tác dụng lợi niệu,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 204"
H232,Ngưu hoàng,Calculus Bovis (Benzoar),"Khổ, cam",Lương,Âm,"Hỏa, Mộc",Thuốc hóa đàm nhiệt,"Tâm, Can","Công năng: Khuứ đàm an thần, thanh nhiệt giải nhiệt, giải độc chữa mụn nhọt
Chủ trị: Dùng đối với bệnh sốt dẫn đến tri hôn mê, nói nhảm, điên giản phát cuồng, co quắp chân tay, đau họng, viêm amiđan, viêm răng miệng, bệnh mụn nhọt sang lở loét hoặc còn sưng tấy",Những người không có thực nhiệt không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 242"
H233,Nhũ hương,Olibanum - Gummi resina olibanum,Khổ,Ôn,Dương,"Hỏa, Thổ, Mộc",Thuốc hoạt huyết,"Tâm, Tỳ, Can","Công năng: Hoạt huyết hành khí, thông kinh lạc, chỉ thống, giải độc, sinh cơ
Chủ trị: Dùng trong trường hợp khí huyết ứ trệ, dẫn đến các chứng đau đớn, đau bụng, đau ngực, bệnh phong thấp, đau nhức xương khớp, cân cơ co rút hoặc đau do chấn thương,. Dùng khi mụn nhọt đã vỡ, lâu liền miệng, nghiền bột rắc vào vết thương",Không dùng cho phụ nữ có thai,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 298"
H234,Nhục thung dung,Herba Cirtanches,"Cam, toan, hàm",Ôn,Dương,Thủy,Thuốc bổ dương (thuốc trợ dương),Thận,"Công năng: Ôn thận, tráng dương, nhuận tràng thông tiện
Chủ trị: Dùng cho những người thận hư dẫn đến tê liệt dương (dương nuy) hoạt tinh, lưng đầu gối đau lạnh, hoặc phụ nữ sinh dục kém, tân dịch khô háo đến bí đại tiện","Không dùng cho những người thận hỏa vượng, đại tiện nát lỏng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 355"
H235,Phan tả diệp,Folia Cassiae angustifolae,"Tân, khổ",Đại hàn,Âm,Kim,Thuốc tả hạ có tính hàn,Đại trường,"Công năng: Thanh tràng thông tiện, kiện vị tiêu thực
Chủ trị: Dùng khi nhiệt bị tích lại làm cho ruột bị táo, đại tiện bí kết, tiêu hóa không tốt thực ăn bị tích trệ, ngực bụng đầy trướng","Những người cơ thể hư nhược, phụ nữ có thai, phụ nữ sau khi đẻ và trong thời gian có kinh nguyệt không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 364"
H236,Phúc bồn tử (Quả chín phơi khô của cầy phúc bồn tử - Rubus),,"Cam, toan",Ôn,Dương,"Mộc, Thủy",Thuốc cố tinh sáp niệu,"Can, Thận","Công năng: Ích thận, cố tinh
Chủ trị: Dùng trong trường hợp thận hư âm hư, đi tiểu nhiều, nhiều lần, nước tieur trong mà dài; hoặc đi tiểu không cầm được, không nín được; hoặc dùng trong trường hợp bệnh đái tháo, đái nhạt. Dùng đối với bệnh do thận hư dẫn đến liệt dương, di tinh, tiết tinh sớm","Chú ý: Ở vùng núi nước ta như Hà Bắc, Hoàng Liên Sơn, có nhiều loại Rubus, có thể khai thác làm thuốc được. Nước sắc 100%, có tác dụng ức chế đối với trực khuẩn lỵ, tụ cầu và vi khuẩn hắc loạn","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 376"
H237,Qua lâu nhân,Semen Trichosanthis,"Cam, khổ",Hàn,Âm,"Kim, Thổ",Thuốc hóa đàm nhiệt,"Phế, Vị","Công năng: Thanh nhiệt hóa đàm, lý khí khoan xung, nhuận tràng thông tiện, tán kết tiêu thũng
Chủ trị: Dùng trị các chứng đàm nhiệt gây ho, lồng ngực đầy trướng buồn bực do đàm nhiều trong phế quản, đại tràng táo kết, viêm hạch, bướu cổ, mụn nhọt","Chú ý: Qua lâu phản ô đầu. Hợp chất saponin trong qua lâu nhân có tác dụng chống ho, trừ đàm tốt. Thành phần dầu béo trong qua lâu nhân có tính chất nhuận tràng. Qua lâu nhân ức chế trực khuẩn đại tràng, trực khuẩn lỵ, trực khuẩn thương hàn. Dịch chiết cồn qua lâu nhân có tác dụng chống ung thư","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 241"
